IN,PHY_P1,CHEM_P1,MAT_P1,OVERALL_P1,TM_P1,TQ_P1,MCQ_P1,MMCQ_P1,NUM_P1,PARA_P1,MTF_P1,PHY_P2,CHEM_P2,MAT_P2,OVERALL_P2,TM_P2,TQ_P2,MCQ_P2,MMCQ_P2,NUM_P2,PARA_P2,MTF_P2,EASY_P,MED_P,HARD_P,EASY_C,MED_C,HARD_C,EASY_M,MED_M,HARD_M,OUT
221,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,1001
219,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,1101
216,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,1201
213,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,1301
211,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,1401
209,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,1501
207,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,1601
205,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,1701
204,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,1801
202,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,1901
200,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,2001
198,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,2101
197,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,2201
195,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,2301
194,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,2401
192,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,2501
190,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,2701
189,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,2801
188,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,2901
187,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,3001
186,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,3101
185,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,3201
184,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,3301
183,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,3401
182,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,3501
181,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,3601
180,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,3701
178,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,3901
177,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,4001
177,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,4101
176,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,4201
175,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,4301
174,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,4401
173,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,4501
173,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,4601
172,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,4701
171,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,4801
170,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,4901
170,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,5001
169,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,5101
167,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,5401
167,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,5501
166,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,5601
165,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,5701
165,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,5801
164,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,5901
164,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,6001
163,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,6101
162,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,6201
162,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,6301
161,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,6401
161,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,6501
160,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,6601
160,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,6701
159,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,6801
158,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,6901
158,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,7001
157,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,7101
157,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,7201
156,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,7301
156,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,7401
155,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,7501
155,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,7601
154,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,7701
154,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,7801
153,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,7901
153,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,8001
152,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,8101
152,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,8201
151,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,8501
150,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,8601
150,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,8701
149,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,8801
149,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,8901
148,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,9001
148,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,9101
147,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,9201
147,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,9301
146,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,9401
146,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,9601
145,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,9701
144,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,9901
144,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,10001
144,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,10101
143,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,10201
143,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,10301
142,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,10501
142,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,10701
141,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,10901
140,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,11001
140,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,11201
139,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,11301
139,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,11501
138,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,11601
138,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,11701
138,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,11801
137,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,12001
137,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,12101
136,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,12201
136,0.33,0.46,0.47,0.42,180,60,0.333333,0.333333,0.333333,0,0,0.36,0.43,0.4,0.396,180,60,0,0.4,0,0.3,0.3,0.4,0.483333,0.116667,0.225,0.241667,0.533333,0.183333,0.433333,0.116667,12301
